14.5664,14.4748,14.3865,14.2930,14.2186,14.1485,14.0739,14.0028,13.9421,13.8844,13.8306,13.7792,13.7376,13.6876,13.6524,13.6203,13.5845,13.5556,13.5332,13.5073,13.4913,13.4784,13.4688,13.4624,13.4592,13.4592,13.4624,13.4688,13.4784,13.4913,13.5073,13.5332,13.5556,13.5845,13.6203,13.6524,13.6876,13.7376,13.7792,13.8306,13.8844,13.9421,14.0028,14.0739,14.1485,14.2186,14.2930,14.3865,14.4748,14.5664
14.5268,14.4352,14.3470,14.2535,14.1788,14.1089,14.0343,13.9634,13.9024,13.8449,13.7910,13.7397,13.6980,13.6481,13.6128,13.5806,13.5450,13.5160,13.4936,13.4743,13.4583,13.4390,13.4293,13.4229,13.4196,13.4196,13.4229,13.4293,13.4390,13.4583,13.4743,13.4936,13.5160,13.5450,13.5806,13.6128,13.6481,13.6980,13.7397,13.7910,13.8449,13.9024,13.9634,14.0343,14.1089,14.1788,14.2535,14.3470,14.4352,14.5268
14.4887,14.3972,14.3090,14.2156,14.1407,14.0709,13.9964,13.9317,13.8645,13.8071,13.7530,13.7081,13.6600,13.6165,13.5749,13.5426,13.5134,13.4782,13.4557,13.4364,13.4203,13.4074,13.3977,13.3912,13.3880,13.3880,13.3912,13.3977,13.4074,13.4203,13.4364,13.4557,13.4782,13.5134,13.5426,13.5749,13.6165,13.6600,13.7081,13.7530,13.8071,13.8645,13.9317,13.9964,14.0709,14.1407,14.2156,14.3090,14.3972,14.4887
14.4523,14.3609,14.2727,14.1793,14.1043,14.0345,13.9602,13.8953,13.8281,13.7768,13.7167,13.6716,13.6237,13.5801,13.5446,13.5063,13.4771,13.4479,13.4254,13.4001,13.3839,13.3710,13.3613,13.3548,13.3516,13.3516,13.3548,13.3613,13.3710,13.3839,13.4001,13.4254,13.4479,13.4771,13.5063,13.5446,13.5801,13.6237,13.6716,13.7167,13.7768,13.8281,13.8953,13.9602,14.0345,14.1043,14.1793,14.2727,14.3609,14.4523
14.4118,14.3261,14.2380,14.1447,14.0694,13.9998,13.9255,13.8605,13.7935,13.7420,13.6820,13.6369,13.5948,13.5454,13.5098,13.4774,13.4424,13.4132,13.3906,13.3712,13.3550,13.3364,13.3266,13.3201,13.3169,13.3169,13.3201,13.3266,13.3364,13.3550,13.3712,13.3906,13.4132,13.4424,13.4774,13.5098,13.5454,13.5948,13.6369,13.6820,13.7420,13.7935,13.8605,13.9255,13.9998,14.0694,14.1447,14.2380,14.3261,14.4118
14.3788,14.2929,14.2049,14.1117,14.0362,13.9667,13.8980,13.8274,13.7659,13.7089,13.6545,13.6038,13.5616,13.5178,13.4768,13.4442,13.4148,13.3802,13.3575,13.3381,13.3218,13.3089,13.2991,13.2926,13.2893,13.2893,13.2926,13.2991,13.3089,13.3218,13.3381,13.3575,13.3802,13.4148,13.4442,13.4768,13.5178,13.5616,13.6038,13.6545,13.7089,13.7659,13.8274,13.8980,13.9667,14.0362,14.1117,14.2049,14.2929,14.3788
14.3475,14.2614,14.1735,14.0803,14.0047,13.9353,13.8664,13.7960,13.7343,13.6775,13.6229,13.5776,13.5302,13.4863,13.4505,13.4128,13.3834,13.3540,13.3313,13.3118,13.2905,13.2774,13.2676,13.2611,13.2579,13.2579,13.2611,13.2676,13.2774,13.2905,13.3118,13.3313,13.3540,13.3834,13.4128,13.4505,13.4863,13.5302,13.5776,13.6229,13.6775,13.7343,13.7960,13.8664,13.9353,14.0047,14.0803,14.1735,14.2614,14.3475
14.3178,14.2315,14.1437,14.0554,13.9748,13.9056,13.8365,13.7663,13.7045,13.6527,13.5931,13.5477,13.5053,13.4565,13.4207,13.3880,13.3536,13.3242,13.3015,13.2819,13.2656,13.2526,13.2428,13.2362,13.2330,13.2330,13.2362,13.2428,13.2526,13.2656,13.2819,13.3015,13.3242,13.3536,13.3880,13.4207,13.4565,13.5053,13.5477,13.5931,13.6527,13.7045,13.7663,13.8365,13.9056,13.9748,14.0554,14.1437,14.2315,14.3178
14.2897,14.2032,14.1155,14.0271,13.9467,13.8821,13.8084,13.7428,13.6763,13.6244,13.5696,13.5195,13.4771,13.4330,13.3925,13.3598,13.3302,13.3007,13.2779,13.2538,13.2375,13.2244,13.2146,13.2080,13.2047,13.2047,13.2080,13.2146,13.2244,13.2375,13.2538,13.2779,13.3007,13.3302,13.3598,13.3925,13.4330,13.4771,13.5195,13.5696,13.6244,13.6763,13.7428,13.8084,13.8821,13.9467,14.0271,14.1155,14.2032,14.2897
14.2633,14.1767,14.0891,14.0005,13.9202,13.8555,13.7819,13.7162,13.6542,13.5979,13.5430,13.4974,13.4505,13.4064,13.3704,13.3376,13.3037,13.2742,13.2513,13.2317,13.2154,13.2023,13.1924,13.1859,13.1826,13.1826,13.1859,13.1924,13.2023,13.2154,13.2317,13.2513,13.2742,13.3037,13.3376,13.3704,13.4064,13.4505,13.4974,13.5430,13.5979,13.6542,13.7162,13.7819,13.8555,13.9202,14.0005,14.0891,14.1767,14.2633
14.2425,14.1517,14.0643,13.9756,13.8994,13.8306,13.7612,13.6913,13.6292,13.5771,13.5181,13.4724,13.4298,13.3815,13.3455,13.3127,13.2830,13.2534,13.2305,13.2069,13.1905,13.1774,13.1675,13.1609,13.1576,13.1576,13.1609,13.1675,13.1774,13.1905,13.2069,13.2305,13.2534,13.2830,13.3127,13.3455,13.3815,13.4298,13.4724,13.5181,13.5771,13.6292,13.6913,13.7612,13.8306,13.8994,13.9756,14.0643,14.1517,14.2425
14.2192,14.1285,14.0449,13.9523,13.8760,13.8074,13.7379,13.6719,13.6060,13.5538,13.4987,13.4492,13.4065,13.3622,13.3261,13.2895,13.2597,13.2301,13.2072,13.1875,13.1711,13.1580,13.1481,13.1415,13.1382,13.1382,13.1415,13.1481,13.1580,13.1711,13.1875,13.2072,13.2301,13.2597,13.2895,13.3261,13.3622,13.4065,13.4492,13.4987,13.5538,13.6060,13.6719,13.7379,13.8074,13.8760,13.9523,14.0449,14.1285,14.2192
14.1975,14.1070,14.0233,13.9308,13.8544,13.7894,13.7163,13.6503,13.5880,13.5322,13.4771,13.4312,13.3885,13.3406,13.3045,13.2715,13.2418,13.2121,13.1892,13.1660,13.1495,13.1364,13.1265,13.1199,13.1166,13.1166,13.1199,13.1265,13.1364,13.1495,13.1660,13.1892,13.2121,13.2418,13.2715,13.3045,13.3406,13.3885,13.4312,13.4771,13.5322,13.5880,13.6503,13.7163,13.7894,13.8544,13.9308,14.0233,14.1070,14.1975
14.1775,14.0871,14.0033,13.9142,13.8345,13.7694,13.6997,13.6303,13.5679,13.5156,13.4572,13.4113,13.3685,13.3240,13.2879,13.2517,13.2218,13.1921,13.1691,13.1494,13.1330,13.1198,13.1099,13.1033,13.1000,13.1000,13.1033,13.1099,13.1198,13.1330,13.1494,13.1691,13.1921,13.2218,13.2517,13.2879,13.3240,13.3685,13.4113,13.4572,13.5156,13.5679,13.6303,6.0595,6.0903,6.1191,13.9142,14.0033,14.0871,14.1775
14.1591,14.0719,13.9850,13.8958,13.8192,13.7511,13.6813,13.6151,13.5497,13.4973,13.4420,5.5130,5.4941,5.4758,5.4609,5.4473,5.5212,13.1769,13.1539,13.1341,13.1147,13.1015,13.0916,13.0850,13.0817,13.0817,13.0850,13.0916,13.1015,13.1147,13.1341,13.1539,13.1769,5.5212,5.4473,5.4609,5.4758,5.4941,5.5130,13.4420,13.4973,13.5497,6.3639,6.0513,6.0822,6.1123,6.1462,6.1857,14.0719,14.1591
14.1425,14.0551,13.9685,13.8792,13.8024,13.7373,13.6647,13.5984,13.5358,13.4834,13.4254,5.5061,5.4885,5.4701,5.4552,5.4416,5.5142,13.1602,13.1372,13.1174,13.1009,13.0877,13.0778,13.0712,13.0679,13.0679,13.0712,13.0778,13.0877,13.1009,13.1174,13.1372,13.1602,5.5142,5.4416,5.4552,5.4701,5.4885,5.5061,13.4254,13.4834,13.5358,6.3561,6.0440,6.0761,6.1049,6.1389,6.1784,14.0551,14.1425
14.1276,14.0401,13.9560,13.8642,13.7875,13.7222,13.6522,13.5835,13.5208,13.4684,13.4129,5.5010,5.4823,5.4640,5.4490,5.4354,5.5090,13.1478,13.1247,13.1049,13.0884,13.0752,13.0653,13.0586,13.0553,13.0553,13.0586,13.0653,13.0752,13.0884,13.1049,13.1247,13.1478,5.5090,5.4354,5.4490,5.4640,5.4823,5.5010,13.4129,13.4684,13.5208,6.3491,6.0385,6.0694,6.0983,6.1323,6.1729,14.0401,14.1276
14.1144,14.0268,13.9426,13.8531,13.7742,13.7089,13.6388,13.5724,13.5097,13.4551,13.3996,5.4955,5.4778,5.4594,5.4445,5.4308,5.5044,13.1345,13.1114,13.0916,13.0751,13.0618,13.0519,13.0453,13.0419,13.0419,13.0453,13.0519,13.0618,13.0751,13.0916,13.1114,13.1345,5.5044,5.4308,5.4445,5.4594,5.4778,5.4955,13.3996,13.4551,13.5097,6.3439,6.0325,6.0635,6.0924,6.1274,6.1669,14.0268,14.1144
